age,income,loan_amount,loan_term,num_of_credit_lines,credit_history_length,num_of_delinquencies,credit_score,savings,employment_length,default
50,2715.46,2292.67,42,3,3,1,532,12816.08,1,0
49,4551.97,1002.47,48,3,9,4,599,58216.11,8,0
55,2525.36,1583.99,17,4,1,5,660,1075.62,2,0
48,17077.33,19411.15,26,1,2,3,548,49524.62,15,1
49,3651.17,11065.73,20,3,3,2,564,45463.5,13,1
32,5413.22,22313.54,29,2,2,1,604,50548.44,10,1
55,6707.71,6170.51,45,1,4,2,653,6091.2,2,1
58,27664.74,12773.04,36,2,2,5,533,22319.11,9,0
55,8576.38,6075.01,33,4,5,4,584,18882.95,2,0
18,238.44,20392.85,32,5,4,2,578,1410.55,14,0
40,1429.44,4439.63,44,4,6,3,556,28831.75,5,1
49,16375.3,6767.83,23,3,6,2,641,30210.21,7,0
32,2970.75,16626.3,27,4,3,1,581,27602.0,3,0
44,4933.18,6933.21,46,2,3,1,593,15359.55,4,0
43,5233.52,7564.86,23,5,6,3,602,41582.11,9,1
69,14718.26,18315.42,27,1,2,0,605,47555.97,10,1
47,6146.12,5493.08,38,1,8,4,558,41391.01,5,0
49,70000.32,7374.49,20,3,5,0,578,39883.87,11,0
31,3916.46,24330.74,16,1,4,3,640,28424.17,3,1
34,685.53,8343.84,15,1,4,1,521,22323.8,3,0
51,1081.84,2396.07,16,4,2,5,645,10619.82,5,0
46,2903.51,4351.18,18,3,5,2,538,13817.97,2,0
32,1115.97,15988.4,19,6,2,2,683,20715.46,2,0
48,230.16,3852.67,50,5,4,3,519,24057.92,1,0
50,27008.12,10925.32,25,3,10,3,682,28203.44,4,0
40,5909.84,6077.89,51,1,2,3,645,10197.05,6,0
40,39084.85,14203.51,28,3,4,2,538,13349.4,10,0
55,43245.42,2572.53,15,6,1,0,619,15054.05,3,1
33,3630.02,13949.88,18,4,3,0,570,6092.74,0,1
27,525.96,15824.28,22,2,2,1,609,19970.82,5,0
27,935.79,8757.07,29,1,3,2,688,1362.53,2,1
34,1450.68,14265.11,17,3,3,2,649,26879.94,3,0
33,4620.9,17544.45,30,1,6,0,582,38386.75,2,0
47,1257.26,5834.22,46,4,8,1,556,8043.08,5,0
45,1300.92,1005.18,37,4,3,0,711,16889.42,1,1
52,206.24,15192.31,25,5,3,3,635,11630.75,3,0
28,697.65,15364.69,19,2,1,2,607,17436.64,6,0
82,56518.76,25735.5,29,4,2,0,679,69376.05,12,1
57,472.5,6545.66,23,3,3,6,645,6054.94,1,0
62,2748.12,7754.38,47,7,4,1,661,17929.27,7,1
49,18221.01,11142.41,18,5,6,2,705,8107.75,3,0
21,453.31,2558.48,23,1,3,6,615,6531.41,14,1
45,7304.1,9003.27,48,2,2,0,561,18469.94,0,0
50,2602.72,1416.3,32,1,1,2,648,1238.1,4,0
32,664.44,5289.17,57,3,7,4,608,38070.46,0,1
55,9815.04,14344.03,25,3,4,7,611,37983.3,5,0
36,460.47,4322.2,25,3,2,2,602,3816.48,5,0
36,5117.18,7638.43,36,2,4,6,590,62013.41,21,1
35,3143.73,3198.36,44,2,7,2,634,32777.88,2,1
29,147.93,6755.5,54,5,1,2,532,24996.02,12,0
45,1372.08,1225.1,33,3,4,2,492,5850.05,2,0
61,1801.69,2049.0,24,2,6,9,622,5460.39,12,0
45,57877.22,12198.45,25,5,10,1,592,42970.75,5,0
33,2541.92,18269.42,21,2,1,0,606,43437.58,9,1
20,151.17,7508.24,32,3,2,1,605,2279.9,12,0
43,5300.86,2616.94,29,1,4,5,624,4543.63,3,1
38,5394.07,4841.72,14,7,2,4,596,4652.11,1,1
49,2568.73,2158.26,17,4,4,2,517,11399.41,3,1
18,113.03,10444.84,38,2,5,2,648,17235.81,16,0
27,1175.56,12918.45,37,4,3,0,626,14162.64,8,0
56,17209.04,5237.21,12,3,3,4,522,14722.53,2,0
58,3133.89,3779.13,29,3,5,4,558,9241.81,1,0
40,2546.05,3938.86,21,7,1,0,660,11444.91,10,1
36,458.69,5476.01,18,5,3,2,564,2085.19,5,0
28,473.7,11676.74,19,5,2,1,642,14496.54,8,0
38,874.9,1717.61,39,5,4,0,693,8966.03,3,0
39,26986.64,15380.2,29,6,6,1,569,5935.43,2,0
49,7392.52,5590.66,23,2,4,4,689,27296.9,12,0
35,277.72,3077.52,21,3,1,2,570,2798.32,8,0
46,8826.97,10676.41,50,4,2,0,622,18463.42,4,0
32,3455.83,3117.6,34,4,5,3,647,42623.21,16,1
22,762.42,17374.39,19,5,3,0,551,12423.26,4,0
47,3878.56,3969.82,37,6,2,1,513,5388.83,6,0
27,861.01,9562.85,16,2,4,2,627,16403.72,11,1
31,17936.83,15730.51,44,4,5,5,619,4605.16,5,0
52,2201.63,4315.31,23,7,2,5,647,1138.71,1,0
40,3472.17,20845.42,39,2,3,4,616,48895.6,4,0
38,11429.69,11368.74,13,1,7,0,592,29835.74,11,0
18,171.95,10883.82,54,5,1,4,628,4693.82,16,0
43,9888.41,7027.19,41,1,2,2,664,463.72,3,0
46,2920.97,3591.46,21,1,4,1,649,35962.32,12,0
18,95.65,13742.56,36,3,3,2,544,7777.13,18,0
39,591.87,1731.66,35,4,3,2,634,28912.27,6,1
50,664.45,1897.38,17,3,1,6,567,4072.76,7,0
41,5125.77,16127.05,33,7,7,4,550,19.05,6,1
47,2167.45,4495.74,26,3,2,0,527,14436.86,13,0
22,2079.74,25060.81,12,2,4,0,518,30750.69,4,1
22,1074.37,14464.27,45,2,2,0,628,2543.75,11,0
43,5286.67,4353.24,31,1,4,2,537,11063.95,3,0
18,53.58,4585.46,30,6,2,1,620,926.42,13,0
52,8975.21,5778.26,25,3,2,2,683,3823.1,3,0
44,591.08,2114.65,35,3,3,2,588,3558.1,11,0
35,1450.37,5798.92,64,3,8,2,510,63100.45,9,1
21,1757.26,12081.91,26,2,5,5,628,17233.82,12,1
42,1295.14,4765.34,24,4,7,2,583,22923.56,5,0
37,1359.02,10707.45,25,3,2,2,605,14123.02,3,0
37,6499.84,5450.86,53,5,9,2,618,87497.92,25,1
56,6955.58,9765.72,23,2,5,2,676,64172.44,19,1
49,7666.8,2232.74,14,3,3,1,571,6977.11,7,1
49,3231.79,3324.24,34,4,2,1,642,4166.13,1,0
42,40679.35,9918.45,18,5,4,2,625,27994.6,13,0
26,117.13,2691.27,41,5,1,1,550,16884.99,14,0
48,3888.72,5817.79,58,4,4,0,637,28135.87,1,0
38,15029.64,12629.37,39,1,3,1,623,7115.84,12,0
54,482.7,1493.83,45,2,3,5,563,27779.14,4,0
49,3505.09,2535.68,15,3,2,3,638,6716.62,11,1
25,77.77,2317.7,27,2,6,1,623,15216.4,13,0
20,706.6,17740.46,25,5,1,1,616,18653.48,6,0
51,2916.56,2171.44,20,2,5,3,599,28341.06,5,0
24,91.16,1381.87,28,2,4,2,654,5928.11,13,0
40,264.82,5136.33,26,7,2,2,559,5164.74,8,0
42,12360.49,5786.88,33,4,7,0,523,47366.02,14,0
46,38623.79,9690.62,33,4,7,2,569,45406.4,12,0
54,3807.81,2575.12,17,1,4,5,586,14764.83,1,0
64,13497.42,16031.57,41,3,4,4,597,9777.5,2,1
32,416.23,6859.16,20,6,4,2,630,6350.32,6,0
53,16160.86,7425.89,21,7,4,2,594,4773.74,4,0
29,3006.21,6793.19,14,5,3,6,633,6423.08,8,1
38,550.83,3214.75,24,2,4,2,556,33675.12,8,1
41,1067.5,7999.42,13,3,4,3,623,25320.66,1,0
24,1188.04,18532.46,28,7,1,1,577,16571.83,6,0
44,15520.63,11159.43,25,1,5,0,517,9790.39,1,0
78,13495.71,13959.12,42,2,10,5,525,14538.65,6,0
23,228.47,2747.85,65,4,4,4,651,15774.05,16,0
47,6164.24,8298.08,44,7,2,1,575,13746.31,2,0
52,2671.94,1957.37,27,2,1,4,592,1443.29,4,0
49,836.93,4827.44,57,11,5,3,602,36698.68,1,0
56,14018.36,9889.16,15,7,1,1,650,41694.18,15,1
56,1920.76,2005.64,13,4,5,5,628,14573.71,0,0
46,5272.54,1688.84,21,5,2,1,507,1227.73,0,1
52,334.25,12395.34,26,6,3,3,547,12870.55,7,0
46,3655.43,7218.0,18,2,4,3,621,9970.66,5,0
45,1548.19,1959.98,22,1,3,1,636,3843.56,7,1
46,12138.17,8389.25,38,3,3,0,582,1141.98,1,0
47,94.91,4569.68,27,6,1,7,593,1970.02,8,0
38,948.63,2037.32,47,2,3,1,633,6517.37,8,0
42,10156.09,1153.38,19,1,2,2,637,29678.42,18,1
55,52496.68,3058.23,27,5,4,0,571,49262.42,14,1
51,7885.85,9480.31,41,7,3,3,581,15615.86,6,0
44,1348.26,6451.81,19,4,4,1,634,40290.19,14,0
26,1563.17,16980.81,27,5,1,0,558,18270.24,5,0
50,34631.16,9265.79,14,2,6,1,494,20439.75,3,0
42,892.78,2168.47,31,9,1,2,645,5362.89,12,0
42,327.48,4468.76,24,4,2,2,671,3242.87,6,0
35,1517.47,5763.0,15,3,3,5,609,29764.85,10,1
73,7659.64,15443.29,42,4,3,3,531,14790.81,2,1
47,4573.09,10495.56,34,3,2,3,521,12102.64,1,0
49,7300.04,17330.44,26,4,6,5,596,55350.33,5,0
44,7968.11,17586.58,13,5,2,4,570,33070.28,4,0
45,1195.71,4481.02,19,2,4,3,678,16085.18,2,0
45,1088.52,1137.37,28,4,7,2,570,18499.11,4,0
46,3758.32,6805.4,23,3,4,2,624,8001.47,4,0
44,1768.46,9686.26,20,4,5,3,542,36766.47,3,0
49,12405.68,5894.65,14,2,6,2,611,26166.88,3,0
57,2818.24,1153.66,15,3,6,4,639,26051.24,4,0
39,674.17,3386.25,30,1,4,2,637,6571.17,8,0
52,1059.97,1604.17,14,4,3,6,602,9018.81,1,0
53,7368.58,4945.49,19,1,6,4,597,20212.34,2,0
54,36350.62,7466.92,19,5,7,2,614,25032.7,2,0
53,4638.94,8193.41,65,2,3,1,629,45746.31,13,0
36,2654.33,12482.18,15,5,8,0,547,40089.7,5,1
32,3198.98,10195.48,16,3,6,4,584,35222.46,1,1
35,324.38,3729.96,13,4,5,1,569,19081.46,7,0
34,58.86,9727.9,25,2,4,0,554,6767.42,11,0
51,1104.4,2747.56,21,5,2,5,649,4317.02,0,0
30,516.12,11672.77,64,2,7,5,526,67015.15,12,1
45,297.45,13539.58,46,4,1,0,698,30091.09,7,0
38,247.37,3112.64,26,3,2,2,669,4047.69,9,0
18,2483.77,29171.43,23,5,3,1,615,39511.95,2,1
55,8218.26,4520.29,36,4,9,6,563,35813.79,3,0
29,598.74,3994.35,19,1,3,3,672,6235.51,8,1
53,2040.92,2424.56,28,2,7,3,611,19432.28,1,0
42,3911.91,18075.44,58,3,5,6,655,80994.57,17,1
37,2453.25,9193.94,18,1,5,0,568,23184.03,7,1
50,65312.21,11113.14,26,2,4,1,552,5004.39,1,0
33,1683.38,3429.76,48,2,6,3,613,44397.48,9,1
54,3599.85,2564.1,24,6,7,4,562,21291.19,3,0
42,7192.57,4374.76,14,3,2,2,531,1720.14,4,1
31,232.81,1656.68,29,3,1,0,572,4737.17,9,0
41,54772.32,11622.12,43,2,11,1,550,63597.64,12,0
49,4683.41,7338.97,26,5,5,3,632,2009.91,7,0
54,3067.67,10336.42,32,4,2,2,588,2590.43,3,1
50,613.17,3196.44,14,5,4,3,640,16046.9,1,0
43,899.65,1483.57,18,5,2,2,650,12090.65,11,0
49,6044.56,1278.25,17,6,4,2,590,30579.74,10,0
69,22384.2,15846.65,44,1,4,4,567,75563.4,18,1
53,211.11,4255.74,41,4,4,6,578,25838.97,1,0
38,795.67,9128.1,25,2,3,1,656,29938.49,2,0
52,61584.97,1364.95,20,5,3,2,641,37863.38,9,1
19,78.27,3094.69,32,3,7,3,602,15543.85,16,0
50,10973.43,1523.58,16,5,4,1,588,30243.59,9,0
46,3378.32,2034.77,14,4,2,1,538,8277.2,6,1
56,3141.13,3188.24,56,6,5,0,574,26281.4,2,1
66,13101.93,11987.65,62,1,8,3,576,26813.91,9,1
47,5540.86,2983.26,45,5,9,4,654,55125.82,8,0
49,4136.21,4070.64,14,2,5,3,566,21403.61,4,0
40,1103.41,7951.18,14,2,8,2,567,37427.76,3,0
45,6415.81,8888.8,30,3,4,1,611,94.85,1,0
41,1281.56,9576.01,16,2,2,3,607,12408.97,1,0
24,809.87,20404.69,16,4,6,1,571,47435.76,7,0
50,504.15,8517.09,26,2,5,3,628,277.67,6,0
66,5777.55,15036.12,41,1,2,0,595,14368.38,2,1
38,3886.26,7790.2,26,4,2,0,563,11109.66,12,0
40,3815.9,2914.07,54,5,9,1,542,54489.33,5,1
18,1975.68,22692.72,48,4,6,3,594,35531.68,8,0
47,1111.36,1292.76,26,3,1,3,657,5459.92,3,0
48,8609.59,11077.37,43,4,2,2,588,16011.82,2,0
48,33006.43,12885.25,33,2,4,0,581,3600.57,4,0
32,998.28,13482.98,23,6,6,2,533,30700.82,8,0
50,7399.56,17893.27,43,2,3,9,571,40800.11,5,1
40,26129.13,8027.95,33,4,8,2,582,39953.17,4,1
38,6563.48,10174.35,26,1,4,0,624,14294.47,12,0
68,17218.37,11237.72,14,4,1,4,633,41955.17,14,1
48,6182.32,10805.77,55,1,1,1,574,29823.38,8,0
50,2846.58,6224.74,28,2,3,4,598,5177.17,2,0
29,289.81,10016.15,16,3,8,0,538,43955.2,8,0
43,11606.61,2727.41,16,2,2,2,604,17421.49,13,1
41,4141.76,5231.75,32,1,2,0,664,9786.44,11,0
52,1701.67,12724.61,30,2,2,3,632,7041.47,3,1
48,12004.3,11479.3,41,3,3,1,551,13524.95,3,0
34,1043.32,9684.07,31,4,7,3,570,21055.64,6,0
22,550.18,8823.83,24,3,2,3,519,675.86,7,1
34,4410.02,12644.9,13,2,3,1,655,3139.9,1,1
44,2620.21,4132.3,33,2,2,0,548,5736.38,6,1
45,514.33,4171.41,34,3,2,2,565,1520.03,6,0
44,7935.99,5658.34,33,4,7,3,582,26948.97,4,1
29,1293.46,9848.54,27,3,5,4,624,33492.45,1,1
37,465.56,3410.6,27,3,6,1,589,15163.74,9,0
64,132151.26,6447.38,40,3,6,0,569,52138.62,0,1
44,490.28,6950.16,41,6,3,2,608,12399.66,9,0
18,477.87,11029.65,53,2,1,3,545,3407.98,12,0
60,3107.74,3895.26,23,4,1,5,532,5788.61,3,0
49,756.86,5251.68,27,2,2,5,549,29270.59,16,0
40,1016.51,12914.62,33,1,5,3,558,47608.08,1,0
43,14259.26,13755.41,27,3,3,2,686,4878.42,9,0
28,7119.08,25542.8,44,1,4,2,597,59117.34,3,1
43,17632.06,12124.48,22,3,6,0,538,12143.92,2,0
46,1777.14,7503.1,42,4,2,3,677,18811.94,2,0
39,2876.7,19016.1,28,7,4,4,558,46805.22,1,0
45,19183.82,9647.95,15,5,6,1,587,20821.31,5,0
38,26069.9,15100.11,32,4,3,1,604,5522.59,9,0
45,29161.85,4579.66,33,7,8,0,607,57900.52,14,0
51,4857.33,3688.48,14,4,4,4,608,18398.42,5,0
28,248.69,2706.49,35,3,1,1,669,2913.57,7,0
44,1155.79,1254.14,32,3,3,1,571,3459.55,1,0
49,9914.42,6435.61,15,8,2,3,582,21904.27,9,1
47,8054.51,2461.3,20,2,4,1,510,36059.72,13,0
35,344.73,2029.53,36,3,4,1,638,1244.14,10,0
49,918.67,4402.52,40,4,2,4,598,19982.22,2,0
48,19518.81,9193.2,25,6,7,3,680,34289.91,7,0
41,1180.5,3274.97,38,6,4,2,583,125.18,9,0
41,5233.81,5204.2,13,1,6,0,519,27438.74,8,0
40,2608.25,12125.52,17,2,6,1,608,40545.87,1,0
21,1875.16,25517.25,16,2,4,1,666,25231.49,1,0
26,310.03,6099.14,41,2,2,0,588,4601.89,12,0
51,2105.72,5076.3,32,4,1,4,665,15481.81,2,0
56,2494.61,1420.23,27,2,4,7,547,19145.52,2,0
56,984.26,8686.74,30,5,4,4,603,2939.71,2,0
32,405.35,3250.63,37,4,7,1,555,16269.36,9,0
39,3389.66,8898.75,17,6,2,1,609,15781.45,8,1
33,254.4,6318.61,15,2,4,2,597,19041.21,8,0
38,188.3,3461.43,13,2,2,1,562,3903.17,6,0
44,6400.94,7281.79,31,3,3,0,641,3906.78,5,0
55,1477.25,2157.49,20,4,2,6,611,2266.47,7,0
36,7569.75,4805.49,15,7,1,5,580,7933.29,5,1
54,873.19,5016.49,16,3,2,5,654,12383.23,4,0
54,5722.58,6594.08,20,2,5,4,629,27713.07,5,0
58,11169.03,9790.82,17,6,3,7,573,1919.85,2,0
49,2016.8,6768.2,14,6,1,5,574,4755.06,2,0
35,1900.69,15293.82,13,6,2,1,581,48180.34,15,1
37,3664.83,26431.64,47,6,2,6,563,50109.29,4,0
39,32561.11,14478.56,14,4,8,1,556,26772.0,6,0
29,570.16,10699.16,16,1,1,0,588,20485.68,0,0
43,1778.57,2178.48,48,2,9,0,561,17842.67,6,0
42,986.88,4539.7,20,2,10,1,620,41894.07,3,0
47,2644.74,5048.58,36,4,2,4,604,4078.45,7,0
54,3456.83,8594.88,25,3,1,1,495,11181.68,1,1
53,4215.22,8463.32,21,2,2,5,570,22620.53,5,0
18,219.22,19798.0,16,4,5,1,560,10383.15,10,0
56,16860.91,10171.65,16,5,1,2,546,41137.65,14,1
82,11163.54,24332.06,25,3,4,5,677,61652.8,6,1
39,1755.3,8969.75,22,1,6,1,549,33225.69,1,0
30,279.61,5013.33,29,4,3,0,615,10716.76,8,0
41,823.38,5250.35,26,2,4,3,569,17008.59,4,0
31,732.26,14129.64,19,4,5,1,594,37634.33,5,0
44,3338.87,4564.72,36,2,1,0,656,815.52,7,0
54,2683.59,5115.02,37,4,1,4,570,19486.9,4,0
51,1013.56,8297.78,69,2,5,4,563,56187.01,9,0
40,71501.05,15912.69,20,2,6,2,638,19298.57,7,0
64,7779.73,2204.31,13,1,2,6,539,10534.32,6,0
44,396.81,9895.14,44,5,4,0,659,9335.58,6,0
53,890.42,2073.51,19,2,3,5,594,3792.85,2,0
34,2816.67,4309.67,33,4,4,4,621,14044.85,1,1
18,1012.53,26519.26,33,3,3,1,661,55600.19,1,1
54,8548.13,2607.02,14,2,3,3,585,12968.44,1,0
39,10572.68,2466.22,36,3,6,3,641,41055.89,8,1
44,8637.7,2782.06,34,2,8,1,634,55172.49,14,0
32,30505.06,14793.88,14,4,8,3,621,36142.93,14,0
24,475.96,15463.21,13,3,1,1,535,22395.93,6,0
51,16110.33,3764.7,43,2,8,2,645,42757.72,1,1
42,4437.08,4760.34,15,5,3,0,594,21385.72,12,0
28,280.3,1235.88,43,6,2,1,650,11123.04,11,0
32,627.12,5747.13,37,1,7,1,578,21862.26,7,0
32,291.75,1124.22,32,2,2,1,588,1677.47,6,0
40,956.68,3998.46,20,5,2,1,607,23040.27,21,0
63,4429.8,14080.81,26,2,1,1,583,21188.78,0,1
44,30385.12,10406.51,35,7,5,7,577,79110.6,22,1
42,5036.22,3049.28,32,6,7,1,681,51924.58,15,0
42,2896.07,1010.58,23,1,4,1,607,23639.79,10,0
53,1067.75,7844.4,17,6,3,3,494,16908.61,2,0
26,2534.79,16356.46,38,4,8,5,610,55510.56,3,1
52,670.39,4770.04,14,4,2,4,718,877.03,3,0
58,52853.77,9948.17,41,2,6,1,611,75954.88,16,1
48,2745.24,7152.44,41,2,2,2,603,18377.15,0,0
40,784.86,2901.43,36,6,2,1,629,2352.38,12,0
47,3030.2,3638.56,18,3,1,2,617,10458.91,10,0
46,1033.43,1777.03,18,5,4,2,579,11730.87,2,1
52,1321.17,1665.62,14,4,4,5,557,11008.9,1,0
35,2180.84,4499.54,14,3,4,3,612,10298.22,5,1
53,2918.5,7079.55,20,4,6,4,676,39775.44,6,0
54,5394.39,1145.52,14,2,3,3,586,15366.53,3,0
19,245.79,11319.04,30,1,4,1,621,4070.77,10,0
75,20080.81,19027.49,29,3,4,0,562,20367.05,1,1
36,333.55,6678.19,17,5,2,3,633,14395.73,6,0
53,9190.46,3940.61,41,4,6,3,607,15451.14,2,1
37,118.76,5093.54,24,2,4,2,593,2281.46,12,0
39,1307.36,9394.93,18,1,5,2,523,25791.12,3,0
36,241.45,5215.4,38,2,5,0,584,1020.24,10,0
46,2089.66,8800.89,48,6,3,3,655,29226.05,2,0
43,4885.1,5269.74,69,1,11,1,597,85397.68,13,1
38,760.61,4418.07,51,2,3,0,619,12071.07,11,0
18,184.98,7222.13,55,2,4,3,603,509.21,15,0
43,1375.62,5093.95,27,2,3,2,593,13841.45,0,0
50,14217.36,6155.26,16,7,6,2,590,24713.46,3,0
30,197.89,4487.96,14,3,2,0,633,13461.59,5,0
31,114.74,3689.77,22,1,4,1,548,8619.78,8,0
37,412.7,6450.34,13,2,3,3,663,11758.48,8,0
40,14211.83,7024.75,22,1,8,1,678,44340.53,10,0
44,6310.87,8707.58,51,3,4,0,559,20478.34,7,0
18,69.44,6749.02,28,4,2,2,651,6962.18,12,0
56,6409.65,5514.84,34,2,3,1,662,9638.07,8,1
53,26110.12,12902.57,43,2,5,3,681,81913.52,21,1
54,2037.49,3185.45,16,8,3,6,581,12251.82,0,0
40,3312.47,4014.76,18,3,3,1,514,4548.17,12,1
41,720.77,2305.53,26,5,3,2,686,3559.67,6,0
60,39074.53,2572.56,23,1,4,3,633,28284.45,19,1
52,8049.12,10102.19,61,2,9,0,611,70063.53,5,1
58,15483.57,11786.17,22,4,1,1,591,46321.33,13,1
46,34625.21,13498.23,13,4,5,2,688,18441.75,7,0
29,5723.92,16437.49,23,6,7,1,607,13346.43,6,1
42,1379.63,2101.87,34,3,2,1,569,1407.26,9,0
27,1420.93,11518.67,24,4,3,1,586,9423.08,11,1
40,1576.41,5949.32,27,4,4,1,603,16480.7,2,0
31,5572.15,8346.42,18,2,6,5,619,13844.12,9,1
48,25311.32,7925.93,23,3,1,1,552,12597.05,14,0
30,624.39,11135.86,29,3,1,2,552,4876.0,10,0
51,1364.07,2684.63,22,2,3,5,545,23921.3,9,0
50,21523.78,7523.61,12,4,5,1,472,20744.65,2,0
51,891.54,2760.51,15,9,2,4,576,1243.57,3,0
34,1515.04,17073.32,17,3,2,4,548,19328.41,2,0
55,3345.02,4558.37,21,5,2,5,602,5002.2,1,0
27,912.77,12076.97,35,5,4,1,528,18909.02,7,0
46,5151.87,10400.97,34,2,3,7,629,11216.67,4,1
40,3651.11,3585.06,13,4,3,3,572,5141.0,5,1
44,17048.7,9326.79,35,2,7,1,650,31501.15,3,1
47,30935.56,9596.02,19,4,6,2,679,32396.49,10,0
40,2847.84,9268.52,50,6,3,0,570,19435.85,6,0
24,1427.15,21829.64,16,2,3,1,554,36853.51,4,0
38,5522.77,5342.91,15,8,2,7,587,17314.65,8,1
18,267.62,29037.89,27,4,1,5,512,65885.51,8,1
19,294.62,9040.83,41,1,7,3,554,23999.61,10,0
41,2191.43,4626.77,29,1,6,2,593,34209.41,2,1
45,1821.6,6370.7,25,3,4,4,582,12866.07,5,0
50,5032.6,3517.16,16,5,5,2,624,15407.31,1,0
37,2559.57,6959.0,51,2,3,1,580,1239.35,7,0
42,687.44,3864.47,36,6,2,2,689,7735.67,7,0
38,1608.36,11042.38,52,4,5,1,667,85586.08,33,1
52,12989.14,9055.48,23,3,2,4,722,1385.84,3,0
37,2741.66,12510.19,27,2,10,1,593,45120.74,5,0
21,128.56,6580.94,24,6,2,1,628,6574.87,9,0
28,1241.97,11558.16,38,2,6,1,715,20548.27,7,1
25,203.98,5620.81,32,7,6,1,595,19038.89,9,0
47,100290.39,11606.48,28,1,9,0,568,39920.6,1,0
45,3952.83,11788.87,22,3,6,3,640,38299.04,1,0
18,5909.01,30581.64,29,5,4,0,573,22897.14,3,0
45,5779.8,7660.58,30,9,1,1,717,3043.84,7,0
37,2823.58,2904.02,57,2,10,1,613,65247.04,13,1
61,8697.16,10777.4,28,2,2,1,501,33249.25,10,1
26,597.75,11976.13,22,2,9,2,655,48350.03,4,0
50,581.16,3408.0,52,1,7,2,650,30703.78,3,0
37,1480.67,7545.19,76,2,6,3,584,39759.44,6,0
18,504.17,10021.8,55,5,2,3,521,9060.08,13,0
33,144.98,3747.84,27,2,3,0,652,1888.12,9,0
45,21644.12,9031.54,22,3,8,1,532,34320.9,5,0
51,955.38,2751.07,26,2,4,4,571,26539.23,2,0
53,8138.13,4189.43,49,2,9,1,552,42668.27,0,1
52,19996.96,7439.32,20,8,4,2,599,10938.79,0,0
30,5037.14,17985.25,14,3,3,0,694,8755.22,3,1
40,16312.11,8379.98,15,1,4,1,614,27458.67,14,0
62,8436.65,4447.88,16,3,9,5,580,47441.25,9,0
45,1160.68,1629.71,17,2,5,4,485,26163.22,8,0
20,2519.8,26544.76,13,1,5,0,662,23426.65,2,1
47,6811.28,2345.6,14,2,6,2,581,19026.44,1,1
41,1419.63,8518.53,20,3,3,3,610,13954.37,6,0
62,187.96,9138.32,32,4,4,8,546,24161.74,7,0
45,3192.77,9438.98,37,1,3,2,609,13593.46,3,0
32,658.66,5115.54,20,4,2,2,594,14614.24,0,1
59,828.16,2080.24,46,3,5,6,537,35432.45,5,0
48,14719.31,8977.04,32,4,2,1,621,1705.91,8,0
49,28582.67,5207.42,13,1,4,1,601,27425.69,8,0
29,9074.23,30086.62,45,1,2,0,602,68362.23,11,1
24,932.59,15232.35,33,2,2,0,524,11673.89,9,0
43,9481.96,8374.32,38,5,8,4,690,51510.25,8,1
47,33308.8,16905.84,45,4,3,1,626,23090.79,6,0
43,9110.63,10244.74,47,3,3,0,712,13535.74,7,0
38,797.2,9731.71,15,4,1,3,515,16880.07,3,0
47,1952.89,5171.45,22,5,7,5,605,24233.82,3,0
58,15218.92,12452.06,20,4,2,1,582,52698.07,19,1
47,1191.86,3793.47,17,4,5,5,635,18351.78,6,0
46,1700.32,1689.79,13,1,3,3,675,20248.87,11,0
56,3647.49,6323.76,29,5,4,4,599,36779.97,10,0
59,1421.7,4738.28,21,4,5,5,702,16845.98,2,0
46,15369.05,6997.63,26,1,2,0,632,10511.44,7,0
37,1826.12,5645.96,44,1,4,3,567,25133.07,3,1
44,102412.49,17623.83,31,9,4,1,596,1257.96,1,0
48,3717.85,8593.66,26,5,5,4,601,694.6,2,0
40,1811.74,10175.02,19,3,3,3,596,9287.84,2,0
21,1392.34,21277.11,24,5,3,1,578,34628.45,4,0
50,1193.28,3032.07,17,5,3,4,597,19869.98,2,0
36,120.75,6712.38,23,2,5,0,571,5000.04,8,0
54,1599.61,4945.88,15,2,3,5,587,21652.46,5,0
31,924.58,13969.12,17,3,3,3,616,9114.9,6,0
51,21204.44,10955.82,19,3,5,3,594,3497.42,3,0
41,538.81,2455.06,18,2,4,2,588,14094.26,3,0
38,7879.27,10876.17,18,3,6,0,577,23970.58,10,0
29,124.36,6536.72,47,2,1,1,480,23890.49,12,0
44,2156.98,10981.85,17,1,4,3,555,35505.6,4,0
48,1073.03,4601.15,47,2,3,3,601,24245.25,0,0
39,2853.9,11672.04,26,3,6,2,659,27963.57,4,0
42,52141.39,14572.6,46,3,3,3,572,6952.85,1,0
45,11918.12,2391.52,23,3,2,2,645,17061.37,15,1
34,1672.64,9985.86,34,5,4,0,630,3880.75,1,1
38,1568.04,13625.09,14,3,2,3,548,26581.54,0,0
41,9405.55,8366.98,23,3,3,0,645,17918.87,15,0
49,4523.97,10849.79,27,2,4,5,591,7279.94,4,0
53,75405.2,9677.21,38,5,11,2,612,42911.44,3,0
44,4902.23,3574.58,20,5,4,2,595,32337.15,15,0
28,529.02,10980.68,26,12,4,1,532,18006.78,10,0
65,5280.21,2384.99,26,3,2,5,602,14589.43,10,0
38,2688.37,2045.99,22,2,3,3,621,3342.43,6,1
30,1635.56,8654.11,35,3,5,1,691,19937.84,6,1
45,2860.83,2717.12,18,3,6,2,697,30515.29,6,0
44,66153.49,17586.34,23,2,6,0,618,6250.37,0,0
33,290.85,5026.58,21,3,2,2,564,3426.97,11,0
